idx,query,property_name,property_type,value,min,max,unit,shape
7753,"i want a grade with an rti elec = 700, rti imp = 750, and rti str = 750 and has a yc available",relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,750.0,675.0,825.0,,banded (value +/- band)
7753,"i want a grade with an rti elec = 700, rti imp = 750, and rti str = 750 and has a yc available",relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,750.0,675.0,825.0,,banded (value +/- band)
7753,"i want a grade with an rti elec = 700, rti imp = 750, and rti str = 750 and has a yc available",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7757,can you recommend a flammability classification (hb-75) nylon 6/6 sofpur grade,flammability classification,ul_sub_property,hb75,,,,exact value only
7757,can you recommend a flammability classification (hb-75) nylon 6/6 sofpur grade,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7768,looking for pa with melting above 300c,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,c,open lower (>= min)
7776,clte (73.96),coefficient of linear thermal expansion (clte),property,73.96,66.56,81.36,,banded (value +/- band)
7790,highvoltagearcresistivitytoignition plc-5,arc resistance,ul_property,plc 5,,,,exact value only
7797,ul yellow card for 101-87,minimum thickness (mm),ul_property,,,,,categorical / no number
7797,ul yellow card for 101-87,flame rating,ul_sub_property,,,,,categorical / no number
7801,"high rti, gwit >850",relative thermal index,ul_sub_property,high,,,,exact value only
7801,"high rti, gwit >850",glow wire ignition temperature,ul_sub_property,850.0,850.0,,,open lower (>= min)
7801,"high rti, gwit >850",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7805,grade for fishing reel with dielectrical strength = 25kv/mm of -/+30% range,dielectric strength,ul_property,25.0,17.5,32.5,kv/mm,banded (value +/- band)
7807,"material for gmw15890p-pp-gf30e, automotive seat head cover box, density < 1120, heat deflection temperature > 158 at 1.8 mpa",density iso 1183 (kg/m³),property,1120.0,,1120.0,,open upper (<= max)
7807,"material for gmw15890p-pp-gf30e, automotive seat head cover box, density < 1120, heat deflection temperature > 158 at 1.8 mpa",temperature of deflection under load,property,158.0,158.0,,,open lower (>= min)
7813,polyphenylene sulphide 64 shore hardness nylon 66-6t,shore,property,64.0,57.6,70.4,,banded (value +/- band)
7814,mi of 250 k,melt mass-flow rate iso 1133 (g/10min),property,250.0,225.0,275.0,k,banded (value +/- band)
7829,i need a flame retardant lcp wit a comparative tracking index of plc3 and melt temp of 335 c,melting temperature iso 11357-1/-3 10°c/min (°c),property,335.0,301.5,368.5,c,banded (value +/- band)
7829,i need a flame retardant lcp wit a comparative tracking index of plc3 and melt temp of 335 c,comparative tracking index (cti),ul_property,plc 3,,,,exact value only
7842,ppa with high stiffness,tensile modulus,property,high,,,,exact value only
7846,standard mw and loi low viscosity,average molecular weight margolies' equation (g/mol),property,standard,,,,exact value only
7846,standard mw and loi low viscosity,oxygen index iso 4589-1/-2 (%),property,standard,,,,exact value only
7850,forflex sr: 4.86e+16ohm; d =51,surface resistivity iec 62631-3-2 (ohm),property,4.86e+16,4.38e+16,5.35e+16,ohm,banded (value +/- band)
7850,forflex sr: 4.86e+16ohm; d =51,shore d hardness iso 48-4 / iso 868 15s,property,51.0,45.9,56.1,,banded (value +/- band)
7856,products with tear strength of 137,tear strength iso 34-1 normal (kn/m),property,137.0,123.3,150.7,,banded (value +/- band)
7879,need a pps grade with unnotched charpy above 50 kj/m2,charpy impact strength,property,50.0,50.0,,kj/m2,open lower (>= min)
7888,high voltage arc - plc-2,arc resistance,ul_property,plc 2,,,,exact value only
7893,flame rating class at 0.6mm of v 0,flame rating,ul_sub_property,v-0,,,,exact value only
7893,flame rating class at 0.6mm of v 0,minimum thickness (mm),ul_property,0.6,,,mm,exact value only
7897,grades that have glowwiretemperature=662,glow wire ignition temperature,ul_sub_property,662.0,595.8,728.2,,banded (value +/- band)
7897,grades that have glowwiretemperature=662,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7903,ppa materials with an operating temperature between -40f to 200f,continuous service temperature iec 60216-1 (°c),property,-40.0,-40.0,200.0,f,banded (value +/- band)
7916,η = 728.7 grade,"intrinsic viscosity iso 307, 1628",property,728.7,655.83,801.57,,banded (value +/- band)
7925,very stiff ppa,tensile modulus,property,,,,,categorical / no number
7928,sh a - 63 u.v. stabilized or stable to weather,shore a hardness iso 48-4 / iso 868 15s,property,63.0,56.7,69.3,,banded (value +/- band)
7938,td long glass fiber combined load upto 51% 192 rtie @ 0.9mm,relative thermal index - electrical (rti elec) (°c),ul_sub_property,192.0,172.8,211.2,,banded (value +/- band)
7938,td long glass fiber combined load upto 51% 192 rtie @ 0.9mm,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
7939,material having elastic modulus between 2700 and 3300 mpa,tensile modulus,property,2700.0,2700.0,3300.0,mpa,banded (value +/- band)
7940,polyamide v0 with deflection temp under load ( 1.8mpa ) of 230c°,temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,230.0,207.0,253.0,c°,banded (value +/- band)
7940,polyamide v0 with deflection temp under load ( 1.8mpa ) of 230c°,flame rating,ul_sub_property,v-0,,,,exact value only
7940,polyamide v0 with deflection temp under load ( 1.8mpa ) of 230c°,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7942,"tg (highest), high highgloss",glass transition temperature iso 11357-1/-3 10°c/min (°c),property,highest,,,,exact value only
7943,v0 at 0.4mm,flame rating,ul_sub_property,v-0,,,,exact value only
7943,v0 at 0.4mm,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7959,polyamide 66-6 with 109.7g/10min mi,melt mass-flow rate iso 1133 (g/10min),property,109.7,98.73,120.67,g/10min,banded (value +/- band)
7961,"for terminal block application, we require an unfilled pa66 with ul listing@0,4mm v0",flame rating,ul_sub_property,v-0,,,,exact value only
7961,"for terminal block application, we require an unfilled pa66 with ul listing@0,4mm v0",minimum thickness (mm),ul_property,4.0,,,mm,exact value only
7963,looking for a polyphenylene sulphide long fibre glass with e-mod of 2.75e+08,tensile modulus,property,2.75e+08,2.47e+08,3.02e+08,,banded (value +/- band)
7965,dimens change greater than or equal to 902percent compatibility,dimensional change,ul_property,902.0,902.0,,percent,open lower (>= min)
7967,what fortron pps has a charpy impact higher than 50 kj/m2,charpy impact strength,property,50.0,50.0,,kj/m2,open lower (>= min)
7970,grades that have highamp plc0 at 0.9mm,high-current arc ignition (hai),ul_sub_property,plc 0,,,,exact value only
7970,grades that have highamp plc0 at 0.9mm,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
7972,tensile modulus =3000-3500 mpa,tensile modulus,property,3000.0,3000.0,3500.0,mpa,banded (value +/- band)
7974,relative thermal index impact at 1.5 95,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,95.0,85.5,104.5,,banded (value +/- band)
7974,relative thermal index impact at 1.5 95,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
7983,outdoor durability=f-2,outdoor suitability,ul_property,f2,,,,exact value only
7992,unnotched charpy impact (nb),charpy impact strength,property,nb,,,,exact value only
7994,charpydoublenotchedimpactstrengthiso21304-223°c(kj/m²)=weak and compression set of maximum 26 %,compression set,property,26.0,,26.0,%,open upper (<= max)
7994,charpydoublenotchedimpactstrengthiso21304-223°c(kj/m²)=weak and compression set of maximum 26 %,charpy double notched impact strength iso 21304-2 23°c (kj/m²),property,weak,,,,exact value only
7998,tensile modulus equals 3000 mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
8001,ul e130i,flame rating,ul_sub_property,,,,,categorical / no number
8001,ul e130i,minimum thickness (mm),ul_property,,,,,categorical / no number
8004,pe having tm of 463 kelvin,melting temperature iso 11357-1/-3 10°c/min (°c),property,463.0,416.7,509.3,kelvin,banded (value +/- band)
8005,copolyester elastomer flexural elongation at break (1.74) of +/-10% range ethylene-vinyl-acetate,flexural strain at failure,property,1.74,1.57,1.91,,banded (value +/- band)
8020,"tensile modulus 2400<3000, v0 0.8mm",tensile modulus,property,2400.0,2400.0,3000.0,,banded (value +/- band)
8020,"tensile modulus 2400<3000, v0 0.8mm",flame rating,ul_sub_property,v-0,,,,exact value only
8020,"tensile modulus 2400<3000, v0 0.8mm",minimum thickness (mm),ul_property,0.8,,,mm,exact value only
8026,lowest parallel thermal expansion and tensile stress at 100% elongation iso 37 perpendicular (mpa) ultra high molecular weight polyethylene,coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k),property,lowest,,,,exact value only
8026,lowest parallel thermal expansion and tensile stress at 100% elongation iso 37 perpendicular (mpa) ultra high molecular weight polyethylene,tensile stress at 100% elongation iso 37 perpendicular (mpa),property,lowest,,,,exact value only
8033,pps with good electric strength,electric strength iec 60243-1 (kv/mm),property,good,,,,exact value only
8035,polyamide extrusion cable coating grade that is high-current arc ignition (hai)-plc1,high-current arc ignition (hai),ul_sub_property,plc 1,,,,exact value only
8035,polyamide extrusion cable coating grade that is high-current arc ignition (hai)-plc1,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8036,polyamide poweder coating grade that is high voltage arc resistivity to ignition plc-7,arc resistance,ul_property,plc 7,,,,exact value only
8043,"can you recommend a 5 vb pa 6t,xt hf grade",flame rating,ul_sub_property,5vb,,,,exact value only
8043,"can you recommend a 5 vb pa 6t,xt hf grade",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8045,charpy impact strength unnotched no-break,charpy impact strength,property,nb,,,,exact value only
8057,plc-4 high-current ignition,high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
8057,plc-4 high-current ignition,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8074,cti plc-3,comparative tracking index (cti),ul_property,plc 3,,,,exact value only
8075,"which grade can be used for laser direct structuring with a flexural strength of 158 megapascals, gf 15%.",flexural strength,property,158.0,142.2,173.8,megapascals,banded (value +/- band)
8082,dim change 0.33 in the range of 20% out door durability: f1,dimensional change,ul_property,0.33,0.26,0.4,,banded (value +/- band)
8082,dim change 0.33 in the range of 20% out door durability: f1,outdoor suitability,ul_property,f1,,,,exact value only
8088,durability (f2) os f2,outdoor suitability,ul_property,f2,,,,exact value only
8094,nhm of compliant and dres = f4 grade,non-halogenated material,ul_property,compliant,,,,exact value only
8094,nhm of compliant and dres = f4 grade,detergent resistance,ul_property,f4,,,,exact value only
8103,flame retardant unreinforced density,density iso 1183 (kg/m³),property,,,,,categorical / no number
8105,12 viscosity,viscosity,property,12.0,10.8,13.200000000000001,,banded (value +/- band)
8109,need to find a material with 25% graphite fiber filler with compressive modulus of 9000mpa and clte of 9.0e-6/c,coefficient of linear thermal expansion (clte),property,9.0,8.1,9.9,e-6/c,banded (value +/- band)
8109,need to find a material with 25% graphite fiber filler with compressive modulus of 9000mpa and clte of 9.0e-6/c,compressive modulus iso 604 (mpa),property,9000.0,8100.0,9900.0,mpa,banded (value +/- band)
8113,v0 pa66-gf30,flame rating,ul_sub_property,v-0,,,,exact value only
8113,v0 pa66-gf30,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8114,grade for automotive with flame rating 0.7mm of 5-vb,flame rating,ul_sub_property,5vb,,,,exact value only
8114,grade for automotive with flame rating 0.7mm of 5-vb,minimum thickness (mm),ul_property,0.7,,,mm,exact value only
8119,dielectric str >=16,dielectric strength,ul_property,16.0,16.0,,,open lower (>= min)
8131,shore 60a,shore a hardness iso 48-4 / iso 868 15s,property,60.0,54.0,66.0,,banded (value +/- band)
8132,tensile strain at break greater than 4% and less than 10%,tensile strain at break,property,4.0,4.0,10.0,%,banded (value +/- band)
8133,mechanical strength around 11668mpa grade,tensile modulus,property,11668.0,10501.2,12834.8,mpa,banded (value +/- band)
8138,grade for handle for flexible endoscopy with glow wire flammability index = 722°c,glow wire flammability index,ul_sub_property,722.0,649.8,794.2,°c,banded (value +/- band)
8138,grade for handle for flexible endoscopy with glow wire flammability index = 722°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8147,tracking index,comparative tracking index (cti),ul_property,,,,,categorical / no number
8151,eco mw=5173122; cut=101,average molecular weight margolies' equation (g/mol),property,5173122.0,4655809.8,5690434.2,,banded (value +/- band)
8151,eco mw=5173122; cut=101,continuous service temperature iec 60216-1 (°c),property,101.0,90.9,111.1,,banded (value +/- band)
8154,"pa 6t,6i high amp (plc-4)",high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
8154,"pa 6t,6i high amp (plc-4)",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
8155,ol tis (761.0kj/m²) in the range of 583 - 1092,tensile impact strength,ul_property,761.0,583.0,1092.0,kj/m²,banded (value +/- band)
8156,(nobreak) impact charpy,charpy impact strength,property,nb,,,,exact value only
8164,glow wire flammability index - 650 °c high amp arc ignition at 1.3mm of plc 4,glow wire flammability index,ul_sub_property,650.0,585.0,715.0,°c,banded (value +/- band)
8164,glow wire flammability index - 650 °c high amp arc ignition at 1.3mm of plc 4,high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
8164,glow wire flammability index - 650 °c high amp arc ignition at 1.3mm of plc 4,minimum thickness (mm),ul_property,1.3,,,mm,exact value only
8166,relative thermal index - electrical (rti elec) at 1.6 of 211°c,relative thermal index - electrical (rti elec) (°c),ul_sub_property,211.0,189.9,232.1,°c,banded (value +/- band)
8166,relative thermal index - electrical (rti elec) at 1.6 of 211°c,minimum thickness (mm),ul_property,1.6,,,mm,exact value only
8169,products with rockwell hardness r-scale 122,"hardness, rockwell iso 2039-2 r-scale",property,122.0,109.8,134.2,,banded (value +/- band)
