idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
6226,offset for ryton r-7-232na,26,4,1,COMPETITOR_GRADE,,,,,,,,,,ryton r-7-232na,,,,,,,0,,,,,,,,
6227,looking for ghr 8020 eco-b,26,5,1,GRADE,ghr 8020 eco-b,,,,,,,,,,,,,,,,0,,,,,,,,
6228,"please suggest a ve grade that can be used in a microwave component. melt temp can't be below 335, and material must have a flam rating of v0.",142,28,4,"APPLICATION,BRAND,PROPERTY,INDUSTRY",,microwave component,vectra,,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""335.0"", ""min"": ""335.0"", ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,consumer goods,,3,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,335.0,335.0,,
6229,"pp epdm, high flatness, flame resistance",40,6,2,"POLYMER,FEATURE",,,,tpv,,,low warpage | flame retardant,,,,,,,,,,0,,,,,,,,
6230,omnipro cpp tf30 material,25,4,1,GRADE,omnipro cpp tf30,,,,,,,,,,,,,,,,0,,,,,,,,
6231,electdiss gs 54,15,3,2,"FILLER,FEATURE",,,,,,"[{""filler_name"": [""glass flake""]}, {""total_load"": {""value"": ""54"", ""min"": ""49"", ""max"": ""59""}}]",static dissipative,,,,,,,,,,0,glass flake,54,,,,,,
6232,duracon gh-25,13,2,1,COMPETITOR_GRADE,,,,,,,,,,duracon gh-25,,,,,,,0,,,,,,,,
6233,alternative to 4mid 9b23100,27,4,1,COMPETITOR_GRADE,,,,,,,,,,4mid 9b23100,,,,,,,0,,,,,,,,
6234,alternative to slovamid66hi/1,29,3,1,COMPETITOR_GRADE,,,,,,,,,,slovamid66hi/1,,,,,,,0,,,,,,,,
6235,colorfast pbt100 offset,23,3,1,COMPETITOR_GRADE,,,,,,,,,,colorfast pbt100,,,,,,,0,,,,,,,,
6236,sabic pp 49mk45,15,3,1,COMPETITOR_GRADE,,,,,,,,,,sabic pp 49mk45,,,,,,,0,,,,,,,,
6237,diele str of approx 53 plc4 high voltage arc resistivity to ignition,68,12,1,PROPERTY,,,,,"[{""property_name"": ""dielectric strength"", ""modifier"": {""value"": ""53.0"", ""min"": ""47.7"", ""max"": ""58.3"", ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""arc resistance"", ""modifier"": {""value"": ""plc 4"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,dielectric strength,ul_property,53.0,47.7,58.3,
6238,innoprene 1550b,15,2,1,COMPETITOR_GRADE,,,,,,,,,,innoprene 1550b,,,,,,,0,,,,,,,,
6239,offset for technofiberpplgf60-10-01hiblack,42,3,1,COMPETITOR_GRADE,,,,,,,,,,technofiberpplgf60-10-01hiblack,,,,,,,0,,,,,,,,
6240,alternative for pearlstick 5715,31,4,1,COMPETITOR_GRADE,,,,,,,,,,pearlstick 5715,,,,,,,0,,,,,,,,
6241,grilamid tr xe 4139 black 9231,30,6,1,COMPETITOR_GRADE,,,,,,,,,,grilamid tr xe 4139 black 9231,,,,,,,0,,,,,,,,
6242,celanyl a3 hh gf25 tfm13 nc 1102/z,34,7,1,GRADE,celanyl a3 hh gf25 tfm13 nc 1102/z,,,,,,,,,,,,,,,,0,,,,,,,,
6243,duranex cn7010nn/bb,19,2,1,COMPETITOR_GRADE,,,,,,,,,,duranex cn7010nn/bb,,,,,,,0,,,,,,,,
6244,"fa, lftr, high crystallinity",28,4,2,"BRAND,FEATURE",,,factor | celstran,,,,nucleated,,,,,,,,,,0,,,,,,,,
6245,glamide t-401,13,2,1,COMPETITOR_GRADE,,,,,,,,,,glamide t-401,,,,,,,0,,,,,,,,
6246,altech pa6 a 3030/220 gb30 uv offset,36,7,1,COMPETITOR_GRADE,,,,,,,,,,altech pa6 a 3030/220 gb30 uv,,,,,,,0,,,,,,,,
6247,celanex 2302 gv1/30 eco-r,25,4,1,GRADE,celanex 2302 gv1/30 eco-r,,,,,,,,,,,,,,,,0,,,,,,,,
6248,durethan akv30ghr 900116 dus023,31,4,1,COMPETITOR_GRADE,,,,,,,,,,durethan akv30ghr 900116 dus023,,,,,,,0,,,,,,,,
6249,akromid a3 gf 30 s1 black (5947),32,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid a3 gf 30 s1 black (5947),,,,,,,0,,,,,,,,
6250,tedur l pps ft 2040,19,5,1,COMPETITOR_GRADE,,,,,,,,,,tedur l pps ft 2040,,,,,,,0,,,,,,,,
6251,lcp injection molding izod no-break notched impact,50,7,3,"POLYMER,PROPERTY,PROCESSING",,,,lcp,"[{""property_name"": ""izod notched impact strength"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,injection molding,,,,,,,,,1,,,izod notched impact strength,property,nb,,,
6252,thermal conductive pps,22,3,2,"POLYMER,FEATURE",,,,pps,,,increased thermal conductivity,,,,,,,,,,0,,,,,,,,
6253,paraguai,8,1,1,REGION,,,,,,,,,,,,,,,,americas,0,,,,,,,,
6254,nylon 6/6 and pa6t/6i,21,4,1,POLYMER,,,,pa66 | pa6t/6i,,,,,,,,,,,,,0,,,,,,,,
6255,stp 121-58w175,14,2,1,GRADE,stp 121-58w175,,,,,,,,,,,,,,,,0,,,,,,,,
6256,continental tst n 055 54 10 r26 - v0 (en 45545-2),49,11,2,"AUTO_CERT,RAILWAY_CERT",,,,,,,,,,,"[{""oem"": ""continental"", ""certs"": [""tst n 055 54 10""]}]","[{""standard"": ""en 45545-2"", ""hazard_level"": [""v0""], ""req_set"": [""r26""]}]",,,,,0,,,,,,,,
6257,pocan b1205xf 000000,20,3,1,COMPETITOR_GRADE,,,,,,,,,,pocan b1205xf 000000,,,,,,,0,,,,,,,,
6258,polyphenylene sulfide,21,2,1,POLYMER,,,,pps,,,,,,,,,,,,,0,,,,,,,,
6259,"amorphous, stress-strain curve and post industrial recycle",58,7,1,FEATURE,,,,,,,recycled content,,,,,,,,,,0,,,,,,,,
6260,ferrex gpp10cs71bk,18,2,1,COMPETITOR_GRADE,,,,,,,,,,ferrex gpp10cs71bk,,,,,,,0,,,,,,,,
6261,we are looking to replace rubber that we use for cvj boots with something more cost effective.,94,17,2,"APPLICATION,INDUSTRY",,cvj boots,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
6262,lnp thermocomp compound ofc08xxp,32,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp thermocomp compound ofc08xxp,,,,,,,0,,,,,,,,
6263,lftr pa66-gf60-02 p11/12 material,33,4,1,GRADE,lftr pa66-gf60-02 p11/12,,,,,,,,,,,,,,,,0,,,,,,,,
6264,akromid b3 gf 30 7 l black (4912),33,8,1,COMPETITOR_GRADE,,,,,,,,,,akromid b3 gf 30 7 l black (4912),,,,,,,0,,,,,,,,
6265,minlon 10b140 bk061 material,28,4,1,GRADE,minlon 10b140 bk061,,,,,,,,,,,,,,,,0,,,,,,,,
6266,auto certification water certification,38,4,2,"AUTO_CERT,WATER_CERT",,,,,,,,,,,"[{""oem"": ""all"", ""certs"": [""all""]}]",,"[{""standard"": ""all"", ""temp"": [""all""]}]",,,,0,,,,,,,,
6267,"get nylon 66/6 material with the condition, strong - break strain, break elongation",83,13,2,"POLYMER,PROPERTY",,,,pa666,"[{""property_name"": ""tensile strain at break"", ""modifier"": {""value"": ""strong"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile strain at break,property,strong,,,
6268,alternative to bergamid a80 w20 h uv black so,45,9,1,COMPETITOR_GRADE,,,,,,,,,,bergamid a80 w20 h uv black so,,,,,,,0,,,,,,,,
6269,li lia5310020,13,2,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""li auto"", ""certs"": [""lia5310020""]}]",,,,,,0,,,,,,,,
6270,r26 v0 and lead-free solderability,34,5,2,"FEATURE,RAILWAY_CERT",,,,,,,lead-free soldering resistant,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""v0""], ""req_set"": [""r26""]}]",,,,,0,,,,,,,,
6271,thermal shock multi-material injection molding,46,5,2,"FEATURE,PROCESSING",,,,,,,thermal shock resistant,multi injection molding,,,,,,,,,0,,,,,,,,
6272,alcom pa6 900/1 gf30 tf15 si2,29,6,1,COMPETITOR_GRADE,,,,,,,,,,alcom pa6 900/1 gf30 tf15 si2,,,,,,,0,,,,,,,,
6273,offset to technyl4eartha4e318v25black,37,3,1,COMPETITOR_GRADE,,,,,,,,,,technyl4eartha4e318v25black,,,,,,,0,,,,,,,,
6274,continental - tst n 055 54.23,29,6,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""continental"", ""certs"": [""tst n 055 54.23""]}]",,,,,,0,,,,,,,,
6275,kepital f40-34,14,2,1,GRADE,kepital f40-34,,,,,,,,,,,,,,,,0,,,,,,,,
6276,non-filler grades,17,2,1,FILLER,,,,,,"[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,unfilled,,,,,,,
6277,rilsanhtcmno,12,1,1,COMPETITOR_GRADE,,,,,,,,,,rilsanhtcmno,,,,,,,0,,,,,,,,
6278,ateva 1943sb grade,18,3,1,GRADE,ateva 1943sb,,,,,,,,,,,,,,,,0,,,,,,,,
6279,zytel 101l nc010,16,3,1,COMPETITOR_GRADE,,,,,,,,,,zytel 101l nc010,,,,,,,0,,,,,,,,
6280,"pom, sheet & profile",20,4,2,"POLYMER,PROCESSING",,,,pom,,,,sheet extrusion | profile extrusion,,,,,,,,,0,,,,,,,,
6281,"ecomid arx j gf30 bk 9011, absorbent",36,7,2,"GRADE,FEATURE",ecomid arx j gf30 bk 9011,,,,,,hydrophilic,,,,,,,,,,0,,,,,,,,
6282,moplen hp744t,13,2,1,COMPETITOR_GRADE,,,,,,,,,,moplen hp744t,,,,,,,0,,,,,,,,
6283,crastin sk615sf bk591,21,3,1,GRADE,crastin sk615sf bk591,,,,,,,,,,,,,,,,0,,,,,,,,
6284,schulamid 66 mv hi20,20,4,1,COMPETITOR_GRADE,,,,,,,,,,schulamid 66 mv hi20,,,,,,,0,,,,,,,,
6285,carboprene1020avnat,19,1,1,GRADE,carboprene1020avnat,,,,,,,,,,,,,,,,0,,,,,,,,
6286,alternative to kolon k700,25,4,1,COMPETITOR_GRADE,,,,,,,,,,k700,,,,,,,0,,,,,,,,
6287,relativethermalindeximpact 135 at 0.6mm,39,4,1,PROPERTY,,,,,"[{""property_name"": ""relative thermal index - mechanical impact (rti imp) (°c)"", ""modifier"": {""value"": ""135.0"", ""min"": ""121.5"", ""max"": ""148.5"", ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.6"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,135.0,121.5,148.5,
6288,alternative to durethan akv25fn04 000000,40,5,1,COMPETITOR_GRADE,,,,,,,,,,durethan akv25fn04 000000,,,,,,,0,,,,,,,,
6289,schuladur a mv 14 fr 1,22,6,1,COMPETITOR_GRADE,,,,,,,,,,schuladur a mv 14 fr 1,,,,,,,0,,,,,,,,
6290,lp83cs91555/c3nero grade,24,2,1,GRADE,lp83cs91555/c3nero,,,,,,,,,,,,,,,,0,,,,,,,,
6291,"pf grade with sh d =67, and dim change = 1.09%",46,11,2,"BRAND,PROPERTY",,,polifor,,"[{""property_name"": ""shore d hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""67.0"", ""min"": ""60.3"", ""max"": ""73.7"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""dimensional change"", ""modifier"": {""value"": ""1.09"", ""min"": ""0.98"", ""max"": ""1.2"", ""unit"": ""%""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,shore d hardness iso 48-4 / iso 868 15s,property,67.0,60.3,73.7,
6292,"nsf 51, forflex",15,3,2,"BRAND,NSF_CERT",,,forflex,,,,,,,,,,,nsf 51,,,0,,,,,,,,
6293,alfater xl a40i 4fc0010,23,4,1,COMPETITOR_GRADE,,,,,,,,,,alfater xl a40i 4fc0010,,,,,,,0,,,,,,,,
6294,"high density polyethylene, extrusion - small tubing, rotomolding",64,8,2,"POLYMER,PROCESSING",,,,pe-hd,,,,extrusion - small tubing | rotational molding,,,,,,,,,0,,,,,,,,
6295,gmw15890 material,17,2,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw15890""]}]",,,,,,0,,,,,,,,
6296,gravi-tech grv-ny-035-ss-gf-blk,31,2,1,COMPETITOR_GRADE,,,,,,,,,,gravi-tech grv-ny-035-ss-gf-blk,,,,,,,0,,,,,,,,
6297,alternative for pentamid a sk h mos2 black,42,8,1,COMPETITOR_GRADE,,,,,,,,,,pentamid a sk h mos2 black,,,,,,,0,,,,,,,,
6298,santoprene that bonds to polycarbonate,38,5,1,BRAND,,,santoprene,,,,,,,,,,,,,,0,,,,,,,,
6299,looking for zyt 158 nc010,25,5,1,GRADE,zyt 158 nc010,,,,,,,,,,,,,,,,0,,,,,,,,
6300,offset for tecacomp pom ah blue 1018432,39,7,1,COMPETITOR_GRADE,,,,,,,,,,tecacomp pom ah blue 1018432,,,,,,,0,,,,,,,,
6301,pa66 gf25% renault ub22c electric strength of 45,48,8,4,"POLYMER,PROPERTY,FILLER,AUTO_CERT",,,,pa66,"[{""property_name"": ""electric strength iec 60243-1 (kv/mm)"", ""modifier"": {""value"": ""45.0"", ""min"": ""40.5"", ""max"": ""49.5"", ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""25"", ""min"": ""20"", ""max"": ""30""}}]",,,,,"[{""oem"": ""renault"", ""certs"": [""ub22c""]}]",,,,,,1,glass fiber,25,electric strength iec 60243-1 (kv/mm),property,45.0,40.5,49.5,
6302,austrian,8,1,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
6303,grade for blinker fluid reservoir with 2011/65/eu mat (+863 compliant),70,10,3,"APPLICATION,PROPERTY,INDUSTRY",,blinker fluid reservoir,,,"[{""property_name"": ""rohs 2011/65/eu material"", ""modifier"": {""value"": ""+863 compliant"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,automotive & transportation,,1,,,rohs 2011/65/eu material,ul_property,+863 compliant,,,
6304,liquid - crystalline polymer and pp and flameretardent,54,8,2,"POLYMER,FEATURE",,,,lcp | pp,,,flame retardant,,,,,,,,,,0,,,,,,,,
6305,factor adv pa lgf40 n11 grade,29,6,1,GRADE,factor adv pa lgf40 n11,,,,,,,,,,,,,,,,0,,,,,,,,
6306,"pa 6-6, release agent, blow moldable",36,6,3,"POLYMER,FEATURE,PROCESSING",,,,pa66,,,release agent,blow molding,,,,,,,,,0,,,,,,,,
6307,auromid pa6 gf30 black offset,29,5,1,COMPETITOR_GRADE,,,,,,,,,,auromid pa6 gf30 black,,,,,,,0,,,,,,,,
6308,altech pp-h fc 1000/100 ds,26,5,1,COMPETITOR_GRADE,,,,,,,,,,altech pp-h fc 1000/100 ds,,,,,,,0,,,,,,,,
6309,offset to ultradur b 2550 fc,28,6,1,COMPETITOR_GRADE,,,,,,,,,,ultradur b 2550 fc,,,,,,,0,,,,,,,,
6310,physicalfoaming,15,1,1,PROCESSING,,,,,,,,foam processing,,,,,,,,,0,,,,,,,,
6311,zytel grade that is flame retardant extrusion,45,7,3,"BRAND,FEATURE,PROCESSING",,,zytel,,,,flame retardant,extrusion,,,,,,,,,0,,,,,,,,
6312,precite v gf 30 2 natural (7722),32,7,1,COMPETITOR_GRADE,,,,,,,,,,precite v gf 30 2 natural (7722),,,,,,,0,,,,,,,,
6313,celcon mc,9,2,1,GRADE,celcon mc,,,,,,,,,,,,,,,,0,,,,,,,,
6314,offset to taromid a 280 z2,26,6,1,COMPETITOR_GRADE,,,,,,,,,,taromid a 280 z2,,,,,,,0,,,,,,,,
6315,alternative to durethan ecobkv25f30 000000,42,5,1,COMPETITOR_GRADE,,,,,,,,,,durethan ecobkv25f30 000000,,,,,,,0,,,,,,,,
6316,pa 66-6t and polyamide 12 and lx,32,7,2,"POLYMER,FEATURE",,,,pa66/6t | pa12,,,specialty appearance,,,,,,,,,,0,,,,,,,,
6317,which nylon grades have melt temperatures of 300c and higher?,61,10,2,"POLYMER,PROPERTY",,,,pa*,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""300.0"", ""min"": ""300.0"", ""max"": null, ""unit"": ""c""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,c
6318,"pa 1010 tape flex strain failure - strong, tribology",52,9,3,"POLYMER,PROPERTY,FEATURE",,,,pa1010,"[{""property_name"": ""flexural strain at failure astm d 790 tape 0° (%)"", ""modifier"": {""value"": ""strong"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,low wear / low friction,,,,,,,,,,1,,,flexural strain at failure astm d 790 tape 0° (%),property,strong,,,
6319,danamid fgfs- 30,16,3,1,COMPETITOR_GRADE,,,,,,,,,,danamid fgfs- 30,,,,,,,0,,,,,,,,
6320,looking for cra tc1050 bk101,28,5,1,GRADE,cra tc1050 bk101,,,,,,,,,,,,,,,,0,,,,,,,,
6321,offset for ultramid 8202c hs bk-102,35,6,1,COMPETITOR_GRADE,,,,,,,,,,ultramid 8202c hs bk-102,,,,,,,0,,,,,,,,
6322,offset to titalon 1c00egt,25,4,1,COMPETITOR_GRADE,,,,,,,,,,titalon 1c00egt,,,,,,,0,,,,,,,,
6323,coolpoly nylon 6 grade for light aligner application,52,8,4,"APPLICATION,BRAND,POLYMER,INDUSTRY",,light aligner,coolpoly,pa6,,,,,,,,,,,electrical & electronics,,0,,,,,,,,
6324,bergamid a70 g35 h nc010,24,5,1,COMPETITOR_GRADE,,,,,,,,,,bergamid a70 g35 h nc010,,,,,,,0,,,,,,,,
6325,uv stable celstran,18,3,2,"BRAND,FEATURE",,,celstran,,,,u.v. stabilized or stable to weather,,,,,,,,,,0,,,,,,,,
6326,domamid 6lvg50h2 bk,19,3,1,COMPETITOR_GRADE,,,,,,,,,,domamid 6lvg50h2 bk,,,,,,,0,,,,,,,,
6327,nsf 372,7,2,1,NSF_CERT,,,,,,,,,,,,,,nsf 372,,,0,,,,,,,,
6328,keploy double notch charpy impact strength close to 133 kj/m²; normal thermal expansion = 307 e-6/k,99,16,2,"BRAND,PROPERTY",,,keploy,,"[{""property_name"": ""charpy double notched impact strength iso 21304-2 23°c (kj/m²)"", ""modifier"": {""value"": ""133.0"", ""min"": ""119.7"", ""max"": ""146.3"", ""unit"": ""kj/m²""}, ""property_type"": ""property""}, {""property_name"": ""coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k)"", ""modifier"": {""value"": ""307.0"", ""min"": ""276.3"", ""max"": ""337.7"", ""unit"": ""e-6/k""}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,charpy double notched impact strength iso 21304-2 23°c (kj/m²),property,133.0,119.7,146.3,kj/m²
6329,tritanex401 north america,25,3,2,"COMPETITOR_GRADE,REGION",,,,,,,,,,tritanex401,,,,,,americas,0,,,,,,,,
6330,havana,6,1,1,REGION,,,,,,,,,,,,,,,,americas,0,,,,,,,,
6331,general motors (gm) certifcation gmw16356p-ppa-gf35 approval,60,6,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw16356p-ppa-gf35""]}]",,,,,,0,,,,,,,,
6332,htn330,6,1,1,GRADE,htn330,,,,,,,,,,,,,,,,0,,,,,,,,
6333,flammability class at 0.1 5 vb,30,6,1,PROPERTY,,,,,"[{""property_name"": ""flammability classification"", ""modifier"": {""value"": ""5vb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.1"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flammability classification,ul_sub_property,5vb,,,
6334,lnp thermocomp compound rf008esz,32,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp thermocomp compound rf008esz,,,,,,,0,,,,,,,,
6335,"s337-60a pa 6,12 silicone modified",34,5,3,"GRADE,POLYMER,FEATURE",s337-60a,,,pa612,,,low wear / low friction,,,,,,,,,,0,,,,,,,,
6336,offset to genestar n1001d-u83/02,32,4,1,COMPETITOR_GRADE,,,,,,,,,,genestar n1001d-u83/02,,,,,,,0,,,,,,,,
6337,rynite 520 bk509 grade,22,4,1,GRADE,rynite 520 bk509,,,,,,,,,,,,,,,,0,,,,,,,,
6338,atleast 14700 mpa flexular modulus,34,5,1,PROPERTY,,,,,"[{""property_name"": ""flexural modulus"", ""modifier"": {""value"": ""14700.0"", ""min"": ""14700.0"", ""max"": null, ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,flexural modulus,property,14700.0,14700.0,,mpa
6339,genestar gc1201a offset,23,3,1,COMPETITOR_GRADE,,,,,,,,,,genestar gc1201a,,,,,,,0,,,,,,,,
6340,fortron 1342l4,14,2,1,GRADE,fortron 1342l4,,,,,,,,,,,,,,,,0,,,,,,,,
6341,offset for formpoly n66gf33t black,34,5,1,COMPETITOR_GRADE,,,,,,,,,,formpoly n66gf33t black,,,,,,,0,,,,,,,,
6342,celanex jkx-1231 material,25,3,1,GRADE,celanex jkx-1231,,,,,,,,,,,,,,,,0,,,,,,,,
6343,zytel htnfg52g35hslr bk011,26,3,1,GRADE,zytel htnfg52g35hslr bk011,,,,,,,,,,,,,,,,0,,,,,,,,
6344,tecopet pt74 gr30 bk002 xa20,28,5,1,COMPETITOR_GRADE,,,,,,,,,,tecopet pt74 gr30 bk002 xa20,,,,,,,0,,,,,,,,
6345,"density of .85 to 1.05 g/cm^3, unfilled, mw of 600,000, average particle size of 120",84,15,2,"PROPERTY,FILLER",,,,,"[{""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""0.95"", ""min"": ""0.85"", ""max"": ""1.05"", ""unit"": ""g/cm^3""}, ""property_type"": ""property""}, {""property_name"": ""average molecular weight margolies' equation (g/mol)"", ""modifier"": {""value"": ""600000.0"", ""min"": ""540000.0"", ""max"": ""660000.0"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""average particle size laser scattering d50 (µm)"", ""modifier"": {""value"": ""120.0"", ""min"": ""108.0"", ""max"": ""132.0"", ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,3,unfilled,,density iso 1183 (kg/m³),property,0.95,0.85,1.05,g/cm^3
6346,latamid 66 e21 g/30,19,4,1,COMPETITOR_GRADE,,,,,,,,,,latamid 66 e21 g/30,,,,,,,0,,,,,,,,
6347,looking for pf l6 gf/30 nero,28,6,1,GRADE,pf l6 gf/30 nero,,,,,,,,,,,,,,,,0,,,,,,,,
6348,"polybutylene terephthalate, pelets , cfr",40,5,2,"POLYMER,DELIVERY_FORM",,,,pbt,,,,,pellets | tape,,,,,,,,0,,,,,,,,
6349,sabic pp 513mn40,16,3,1,COMPETITOR_GRADE,,,,,,,,,,sabic pp 513mn40,,,,,,,0,,,,,,,,
6350,akromid t5 gf 30 black (6485),29,6,1,COMPETITOR_GRADE,,,,,,,,,,akromid t5 gf 30 black (6485),,,,,,,0,,,,,,,,
6351,hyundai ms211-72 type b auto approved,37,6,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""hyundai"", ""certs"": [""ms211-72 type b""]}]",,,,,,0,,,,,,,,
6352,kebaform c 902 tf,17,4,1,COMPETITOR_GRADE,,,,,,,,,,kebaform c 902 tf,,,,,,,0,,,,,,,,
6353,dtul 1.8mpa <= 1006°c ccu,25,5,2,"PROPERTY,FEATURE",,,,,"[{""property_name"": ""temperature of deflection under load iso 75-1/-2 1.8 mpa (°c)"", ""modifier"": {""value"": ""1006.0"", ""min"": null, ""max"": ""1006.0"", ""unit"": ""°c""}, ""property_type"": ""property""}]",,carbon capture,,,,,,,,,,1,,,temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,1006.0,,1006.0,°c
6354,wras 60 celsius and cnl,23,5,2,"BRAND,WATER_CERT",,,celanyl,,,,,,,,,,"[{""standard"": ""wras"", ""temp"": [""60""]}]",,,,0,,,,,,,,
6355,bergamid a70g20,15,2,1,COMPETITOR_GRADE,,,,,,,,,,bergamid a70g20,,,,,,,0,,,,,,,,
6356,fuel tank,9,2,2,"APPLICATION,INDUSTRY",,fuel tank,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
6357,wss-m4d1072-a1,14,1,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""ford"", ""certs"": [""wss-m4d1072-a1""]}]",,,,,,0,,,,,,,,
6358,amodel fc-1160,14,2,1,COMPETITOR_GRADE,,,,,,,,,,amodel fc-1160,,,,,,,0,,,,,,,,
6359,vandar 4602z material,21,3,1,GRADE,vandar 4602z,,,,,,,,,,,,,,,,0,,,,,,,,
6360,fuel*pump*impeller,18,1,2,"APPLICATION,INDUSTRY",,fuel*pump*impeller,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
6361,no break charpy impact (notched),32,5,1,PROPERTY,,,,,"[{""property_name"": ""charpy notched impact strength"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy notched impact strength,property,nb,,,
6362,offset to dic-pps z-200-e5,26,4,1,COMPETITOR_GRADE,,,,,,,,,,dic-pps z-200-e5,,,,,,,0,,,,,,,,
6363,active layer apa61020 nc000 polymeric coating,45,6,2,"GRADE,PROCESSING",active layer apa61020 nc000,,,,,,,coatable,,,,,,,,,0,,,,,,,,
6364,"vw group, steam sterilization and barnacle resistance",53,7,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""vw group"", ""certs"": [""all""]}]",,,,,,0,,,,,,,,
6365,offset to lucent pbt gpb-130l,29,5,1,COMPETITOR_GRADE,,,,,,,,,,lucent pbt gpb-130l,,,,,,,0,,,,,,,,
6366,pe with tm of 463 deg k,23,7,2,"POLYMER,PROPERTY",,,,pe,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""463.0"", ""min"": ""416.7"", ""max"": ""509.3"", ""unit"": ""deg k""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,463.0,416.7,509.3,deg k
