idx,query,property_name,property_type,value,min,max,unit,shape
26129,deterres f-4 and high voltage rate (plc3) grade,high voltage arc tracking rate (hvtr),ul_property,plc 3,,,,exact value only
26130,"neolastÃ¢â€žÂ¢ grade with compression set at 23c (low), and rohs: +863-compliant",rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
26130,"neolastÃ¢â€žÂ¢ grade with compression set at 23c (low), and rohs: +863-compliant",compression set iso 815 23Â°c (%),property,low,,,,exact value only
26134,materials that have glow wire flammability index < 1118,glow wire flammability index,ul_sub_property,,,1118.0,,open upper (<= max)
26134,materials that have glow wire flammability index < 1118,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26137,need a grade with a inclined-plane (1.35kv),inclined-plane tracking,ul_property,1.35,1.22,1.49,kv,banded (value +/- band)
26148,looking for a copolyester elastomer af glass fiber greater than 65 with charpy impact strength (double notch) - lowest,charpy double notched impact strength iso 21304-2 23Â°c (kj/mÂ²),property,lowest,,,,exact value only
26151,"get nylon 666 material with the condition, soft of 97.81",shore a hardness iso 48-4 / iso 868 15s,property,97.81,88.03,107.59,,banded (value +/- band)
26152,grade for low pressure tank for automotive & transportation with glow-wire ignition temperature 904 3.1mm thick.,glow wire ignition temperature,ul_sub_property,904.0,813.6,994.4,,banded (value +/- band)
26152,grade for low pressure tank for automotive & transportation with glow-wire ignition temperature 904 3.1mm thick.,minimum thickness (mm),ul_property,3.1,,,mm,exact value only
26155,"pb grade with tensile creep modulus at 1h (low), and rohs & eu=+863-compliant",rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
26155,"pb grade with tensile creep modulus at 1h (low), and rohs & eu=+863-compliant",tensile creep modulus iso 899-1 1h (mpa),property,low,,,,exact value only
26157,df=1078 nylon,dissipation factor,property,1078.0,970.2,1185.8,,banded (value +/- band)
26158,peek for powertrain-service cover with sh d: 60,shore d hardness iso 48-4 / iso 868 15s,property,60.0,54.0,66.0,,banded (value +/- band)
26159,qmtt2 rated tape tens mod greater than or equal to 62 gpa,tensile modulus astm d 3039 m tape 0Â° (mpa),property,,62.0,,gpa,open lower (>= min)
26163,"increased electrical conductivity, pp, with mfr 23.0",melt mass-flow rate iso 1133 (g/10min),property,23.0,20.7,25.3,,banded (value +/- band)
26164,thermoplastic polyurethane with elongation break 5 mm/min (390 %),tensile strain at break iso 527-1/-2 5mm/min (%),property,390.0,351.0,429.0,%,banded (value +/- band)
26165,materials that have relative thermal index - mechanical impact (rti imp) (Ã‚Â°c) of 122 around 20% variation,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,122.0,97.6,146.4,,banded (value +/- band)
26165,materials that have relative thermal index - mechanical impact (rti imp) (Ã‚Â°c) of 122 around 20% variation,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26170,"mould-shrinkage, normal 1.6 from 0.89 to 2.21 grade","molding shrinkage iso 294-4, 2577 normal (%)",property,1.6,0.89,2.21,,banded (value +/- band)
26171,"hmw-pe min thickness 2.2, hb",flame rating,ul_sub_property,hb,,,,exact value only
26171,"hmw-pe min thickness 2.2, hb",minimum thickness (mm),ul_property,2.2,,,mm,exact value only
26173,fp medium viscosity number (0.5% in 96 % h2so4) or charpy double notched,"viscosity number iso 307, 1628 (cmÂ³/g)",property,medium,,,,exact value only
26173,fp medium viscosity number (0.5% in 96 % h2so4) or charpy double notched,charpy double notched impact strength iso 21304-2 23Â°c (kj/mÂ²),property,medium,,,,exact value only
26177,"high mold shrinkage (md) or density, glass of 77","molding shrinkage iso 294-4, 2577 parallel (%)",property,high,,,,exact value only
26177,"high mold shrinkage (md) or density, glass of 77",density iso 1183 (kg/mÂ³),property,high,,,,exact value only
26183,material with flow (115.65),melt mass-flow rate iso 1133 (g/10min),property,115.65,104.09,127.22,,banded (value +/- band)
26184,ta 1.23e+16 vr; notch charpy greater than 632,volume resistivity iec 62631-3-1 (ohm.m),property,1.23e+16,1.11e+16,1.35e+16,,banded (value +/- band)
26184,ta 1.23e+16 vr; notch charpy greater than 632,charpy notched impact strength,property,,632.0,,,open lower (>= min)
26186,ball indentation hardness =157mpa nylon 6-6 to buy in athens,ball indentation hardness iso 2039-1 h 358/30 (mpa),property,157.0,141.3,172.7,mpa,banded (value +/- band)
26192,stress-strain curve vicat softening temperature iso 306 50Ã‚Â°c/h 10n (Ã‚Â°c) = 194 Ã‚Â°c in the range of 149-214,vicat softening temperature iso 306 50Â°c/h 10n (Â°c),property,194.0,149.0,214.0,Â°c,banded (value +/- band)
26193,styrene-butadiene-styrene with tapeflexuralmodulus=weak,flexural modulus astm d 790 tape 0Â° (mpa),property,weak,,,,exact value only
26194,vamac grade with a cti=plc 3,comparative tracking index (cti),ul_property,plc 3,,,,exact value only
26198,vicat softing temp = weak and tape flexural modulus low,vicat softening temperature,property,weak,,,,exact value only
26198,vicat softing temp = weak and tape flexural modulus low,flexural modulus astm d 790 tape 0Â° (mpa),property,low,,,,exact value only
26199,"low cross plane thermal diffusivity, failure flex strain from 1.55 - 2.96percentage",flexural strain at failure,property,,1.55,2.96,percentage,explicit range
26199,"low cross plane thermal diffusivity, failure flex strain from 1.55 - 2.96percentage",effective thermal diffusivity iso 22007-4 through plane (mÂ²/s),property,low,,,,exact value only
26202,material with 176clte,coefficient of linear thermal expansion (clte),property,176.0,158.4,193.6,,banded (value +/- band)
26203,"nylon flow=11.05, static",melt mass-flow rate iso 1133 (g/10min),property,11.05,9.95,12.16,,banded (value +/- band)
26209,nylon 6 with 17360mpa compressive modulus charpy impact (unnotched) 286.45kj/mÃ‚Â²,compressive modulus iso 604 (mpa),property,17360.0,15624.0,19096.0,mpa,banded (value +/- band)
26209,nylon 6 with 17360mpa compressive modulus charpy impact (unnotched) 286.45kj/mÃ‚Â²,charpy impact strength,property,286.45,257.81,315.1,kj/mÂ²,banded (value +/- band)
26214,glow-wire flammability at 0.3 761 Ã‚Â°c,glow wire flammability index,ul_sub_property,761.0,684.9,837.1,Â°c,banded (value +/- band)
26214,glow-wire flammability at 0.3 761 Ã‚Â°c,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
26217,strong loss angle 1mhz or flex mod tape or lowest dk 100hz and flexural modulus astm d 790 tape 0Ã‚Â° (mpa),dissipation factor iec 62631-2-1 1mhz (e-4),property,strong,,,,exact value only
26217,strong loss angle 1mhz or flex mod tape or lowest dk 100hz and flexural modulus astm d 790 tape 0Ã‚Â° (mpa),flexural modulus astm d 790 tape 0Â° (mpa),property,strong,,,,exact value only
26217,strong loss angle 1mhz or flex mod tape or lowest dk 100hz and flexural modulus astm d 790 tape 0Ã‚Â° (mpa),relative permittivity iec 62631-2-1 100hz,property,lowest,,,,exact value only
26217,strong loss angle 1mhz or flex mod tape or lowest dk 100hz and flexural modulus astm d 790 tape 0Ã‚Â° (mpa),flexural modulus astm d 790 tape 0Â° (mpa),property,lowest,,,,exact value only
26219,izod impact strength notch = moderate lead-free solderability,izod notched impact strength,property,moderate,,,,exact value only
26220,moderate relative permittivity at 100hz and mold shrinkage normal,relative permittivity iec 62631-2-1 100hz,property,moderate,,,,exact value only
26220,moderate relative permittivity at 100hz and mold shrinkage normal,"molding shrinkage iso 294-4, 2577 normal (%)",property,moderate,,,,exact value only
26221,flame resistant vicat softening temperature at 50 c h 10n = weak polyamide 6-12 injection moldable,vicat softening temperature iso 306 50Â°c/h 10n (Â°c),property,weak,,,,exact value only
26222,need a grade with a 5va,flame rating,ul_sub_property,5va,,,,exact value only
26222,need a grade with a 5va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26224,highest sh d and dk elongation break =274% around 15% range,tensile strain at break,property,274.0,232.9,315.1,%,banded (value +/- band)
26224,highest sh d and dk elongation break =274% around 15% range,shore d hardness iso 48-4 / iso 868 15s,property,highest,,,,exact value only
26224,highest sh d and dk elongation break =274% around 15% range,relative permittivity,property,highest,,,,exact value only
26227,"get nylon 6 material with the condition, high temp. of deflection under load 0.45 mpa",temperature of deflection under load iso 75-1/-2 0.45 mpa (Â°c),property,high,,,,exact value only
26232,sh d = 21 d = 41,shore d hardness iso 48-4 / iso 868 15s,property,21.0,18.9,23.1,,banded (value +/- band)
26232,sh d = 21 d = 41,shore d hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,,banded (value +/- band)
26236,pa 6 with hot wire @ 0.8 plc-0,hot wire ignition (hwi),ul_sub_property,plc 0,,,,exact value only
26236,pa 6 with hot wire @ 0.8 plc-0,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
26241,flow 183.97g/10min lasermarkable,melt mass-flow rate iso 1133 (g/10min),property,183.97,165.57,202.37,g/10min,banded (value +/- band)
26245,"clarifoil grade with hdt = 214Ã‚Â°c, and os f1",temperature of deflection under load,property,214.0,192.6,235.4,Â°c,banded (value +/- band)
26245,"clarifoil grade with hdt = 214Ã‚Â°c, and os f1",outdoor suitability,ul_property,f1,,,,exact value only
26246,tensile modulus excellent,tensile modulus,property,excellent,,,,exact value only
26248,td whisker max 48 flammability rating class: v-0,flame rating,ul_sub_property,v-0,,,,exact value only
26248,td whisker max 48 flammability rating class: v-0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26252,polyamide 6-10 with melt index 28.26 between 14-37,melt mass-flow rate iso 1133 (g/10min),property,28.26,14.0,37.0,,banded (value +/- band)
26255,charpy impact = 259.93 kj/mÃ‚Â² in the range of 203 to 378 warp resistance,charpy impact strength,property,259.93,203.0,378.0,kj/mÂ²,banded (value +/- band)
26256,"elvamide grade with mi-207.69, and voltagearctrackingrate plc-3",melt mass-flow rate iso 1133 (g/10min),property,207.69,186.92,228.46,,banded (value +/- band)
26256,"elvamide grade with mi-207.69, and voltagearctrackingrate plc-3",high voltage arc tracking rate (hvtr),ul_property,plc 3,,,,exact value only
26257,cut (highest) flameretardent,continuous service temperature iec 60216-1 (Â°c),property,highest,,,,exact value only
26258,"get liquid - crystalline polymer material with the condition, mw good",average molecular weight margolies' equation (g/mol),property,good,,,,exact value only
26260,pa10/10 with low - sr,surface resistivity iec 62631-3-2 (ohm),property,low,,,,exact value only
26262,average tear strength iso 34-1 normal (kn/m) good aesthetics,tear strength iso 34-1 normal (kn/m),property,average,,,,exact value only
26265,gur grade with a flammability class = hb 40,flammability classification,ul_sub_property,hb40,,,,exact value only
26265,gur grade with a flammability class = hb 40,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26273,polyformaldehyde 9.21e+16 ohm sr nylon 6/6,surface resistivity iec 62631-3-2 (ohm),property,9.21e+16,8.29e+16,1.01e+17,ohm,banded (value +/- band)
26280,"water absorption sim to iso 62 2mm = 4.79e+08 pa 66,6t to buy in philippines",water absorption sim. to iso 62 2mm (%),property,4.79e+08,4.31e+08,5.27e+08,,banded (value +/- band)
26281,find a material that is strainbreak5mm/min=266percentage,tensile strain at break iso 527-1/-2 5mm/min (%),property,266.0,239.4,292.6,percentage,banded (value +/- band)
26285,high voltage arc resistant ignition = plc-0,arc resistance,ul_property,plc 0,,,,exact value only
26289,loi-27.43 mfr-81.89,oxygen index iso 4589-1/-2 (%),property,27.43,24.69,30.17,,banded (value +/- band)
26289,loi-27.43 mfr-81.89,melt mass-flow rate iso 1133 (g/10min),property,81.89,73.7,90.08,,banded (value +/- band)
26292,relative thermal index - electrical @ 1.3 of 148Ã‚Â°c,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,148.0,133.2,162.8,Â°c,banded (value +/- band)
26292,relative thermal index - electrical @ 1.3 of 148Ã‚Â°c,minimum thickness (mm),ul_property,1.3,,,mm,exact value only
26293,lowest unnotched izod and ball indention hardness of approx 63,ball indentation hardness iso 2039-1 h 358/30 (mpa),property,63.0,56.7,69.3,,banded (value +/- band)
26293,lowest unnotched izod and ball indention hardness of approx 63,izod impact strength,property,lowest,,,,exact value only
26295,pa 6 tear strength iso 34-1 normal (kn/m) lowest polybutylene terephthalate,tear strength iso 34-1 normal (kn/m),property,lowest,,,,exact value only
26304,rti elec at 0.9mm 163 Ã‚Â°c,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,163.0,146.7,179.3,Â°c,banded (value +/- band)
26304,rti elec at 0.9mm 163 Ã‚Â°c,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
26312,material with tg - 178,glass transition temperature iso 11357-1/-3 10Â°c/min (Â°c),property,178.0,160.2,195.8,,banded (value +/- band)
26314,find a material that is a=59.45,shore a hardness iso 48-4 / iso 868 15s,property,59.45,53.51,65.4,,banded (value +/- band)
26318,viscosity h2so4 =good pa66/6t,"viscosity number iso 307, 1628 (cmÂ³/g)",property,good,,,,exact value only
26324,"asa 151.59 g/10min mfi, highet cristalline",melt mass-flow rate iso 1133 (g/10min),property,151.59,136.43,166.75,g/10min,banded (value +/- band)
26326,ps extrusion - profile grade that is maximum of relative thermal index - mechanical impact 272Ã‚Â°c,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,,,272.0,Â°c,open upper (<= max)
26326,ps extrusion - profile grade that is maximum of relative thermal index - mechanical impact 272Ã‚Â°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26334,"get nylon 6t-66 material with the condition, strainatyield=highest",tensile strain at yield iso 527-1/-2 50mm/min (%),property,highest,,,,exact value only
26337,polyamide 10/10 with high voltage tracking rate plc-1,high voltage arc tracking rate (hvtr),ul_property,plc 1,,,,exact value only
26338,low dielectric dissipation + hffr,dissipation factor,property,low,,,,exact value only
26340,pa 612 with soft =38.85 df of 523,shore a hardness iso 48-4 / iso 868 15s,property,38.85,34.97,42.74,,banded (value +/- band)
